imo,vessel_name,gross_tonnage,type,year_build,flag
9306251,MAUREN,9957,Container Ship,2005,Antigua and Barbuda (ATG)
9363144,MAX KING,18102,Container Ship,2008,Malta (MLT)
9363156,MAX KUDO,18102,Container Ship,2008,Malta (MLT)
9400590,MAX MARINER,7170,Container Ship,2006,Malta (MLT)
9676711,MAX SCHULTE,27279,Container Ship,2015,Singapore (SGP)
9236042,MAXIMOS A,30024,Container Ship,2002,Malta (MLT)
8742680,MAYA,749,Container Ship,2008,Japan (JPN)
9349526,MAYSSAN,75579,Container Ship,2008,Liberia (LBR)
9619995,MAYVIEW MAERSK,194849,Container Ship,2014,Denmark (DIS) (DIS)
9499022,MCC ANDALAS,9954,Container Ship,2008,Indonesia (IDN)
9332690,MCC BATANES,9957,Container Ship,2007,Philippines (PHL)
9823730,MCC CEBU,32828,Container Ship,2018,Panama (PAN)
9761023,MCC CHITTAGONG,31649,Container Ship,2016,"Hong Kong, China (HKG)"
9823742,MCC DANANG,32828,Container Ship,2018,Panama (PAN)
9357547,MCC KYOTO,18123,Container Ship,2008,Liberia (LBR)
9751107,MCC MANDALAY,31425,Container Ship,2017,Turkey (TUR)
9751092,MCC MEDAN,31425,Container Ship,2017,Turkey (TUR)
9740653,MCC NANJING,31425,Container Ship,2017,Turkey (TUR)
9761011,MCC NINGBO,31649,Container Ship,2016,"Hong Kong, China (HKG)"
9332705,MCC PALAWAN,9957,Container Ship,2007,Philippines (PHL)
9740665,MCC QINGDAO,31425,Container Ship,2017,Turkey (TUR)
9634696,MCC SHENZHEN,17769,Container Ship,2013,Antigua and Barbuda (ATG)
9823766,MCC TAIPEI,32828,Container Ship,2019,Panama (PAN)
9823728,MCC TOKYO,32828,Container Ship,2018,Panama (PAN)
9858723,MCC XIAMEN,33700,Container Ship,2020,Panama (PAN)
9823754,MCC YANGON,32828,Container Ship,2019,Panama (PAN)
9566679,MCP PACHNA,5338,Container Ship,2009,Cyprus (CYP)
9328039,MEANDI,7852,Container Ship,2006,Portugal (MAR) (PMD)
9225794,MED SAMSUN,26061,Container Ship,2003,Turkey (TUR)
9265598,MED TEKIRDAG,9966,Container Ship,2003,Turkey (TUR)
9461506,MEDITERRANEAN BRIDGE,91761,Container Ship,2011,Marshall Islands (MHL)
9477799,MEGALOPOLIS,48338,Container Ship,2013,Malta (MLT)
9248916,MEHMET KAHVECI A,14062,Container Ship,2002,Turkey (TUR)
9400100,MEHUIN,75752,Container Ship,2011,Liberia (LBR)
9805465,MEISHAN BRIDGE,152068,Container Ship,2018,Japan (JPN)
9200718,MEL,66278,Container Ship,2000,St.Kitts and Nevis (KNA)
9362736,MELBOURNE STRAIT,21018,Container Ship,2008,Liberia (LBR)
9676723,MELCHIOR SCHULTE,27279,Container Ship,2015,Singapore (SGP)
9401075,MELINA,40030,Container Ship,2009,Marshall Islands (MHL)
9348675,MEMPHIS,54675,Container Ship,2008,Liberia (LBR)
9213117,MERATUS JAYAGIRI,25535,Container Ship,2000,Indonesia (IDN)
9305879,MERATUS JAYAKARTA,25674,Container Ship,2005,Indonesia (IDN)
9305881,MERATUS JAYAWIJAYA,25674,Container Ship,2005,Indonesia (IDN)
9760330,MERATUS KAHAYAN,6626,Container Ship,2015,Indonesia (IDN)
9741205,MERATUS KAMPAR,6659,Container Ship,2014,Indonesia (IDN)
9741190,MERATUS KAPUAS,6659,Container Ship,2014,Indonesia (IDN)
9810070,MERATUS KARIANGAU,6653,Container Ship,2016,Indonesia (IDN)
9810082,MERATUS KARIMATA,6691,Container Ship,2017,Indonesia (IDN)
9760342,MERATUS KATINGAN,6679,Container Ship,2015,Indonesia (IDN)
9821500,MERATUS LABUAN BAJO,8588,Container Ship,2018,Indonesia (IDN)
9821512,MERATUS LARANTUKA,8588,Container Ship,2018,Indonesia (IDN)
9821524,MERATUS LEMBAR,8588,Container Ship,2018,Indonesia (IDN)
9821536,MERATUS LEMBATA,8588,Container Ship,2018,Indonesia (IDN)
9374583,MERATUS TOMINI,28050,Container Ship,2007,Indonesia (IDN)
9838876,MERATUS WAIGEO,11512,Container Ship,2019,Indonesia (IDN)
9838888,MERATUS WAINGAPU,9942,Container Ship,2019,Indonesia (IDN)
9849227,MERATUS WAKATOBI,11512,Container Ship,2019,Indonesia (IDN)
9234135,MERCOSUL GUARANI,25305,Container Ship,2002,Brazil (BRA)
9697002,MERCOSUL ITAJAI,28237,Container Ship,2015,Brazil (BRA)
9356153,MERCOSUL SANTOS,25888,Container Ship,2009,Brazil (BRA)
9356141,MERCOSUL SUAPE,25888,Container Ship,2008,Brazil (BRA)
9632064,MERETE MAERSK,194849,Container Ship,2014,Denmark (DIS) (DIS)
9694402,MERIDIAN,27279,Container Ship,2015,Singapore (SGP)
9264764,MERIOS,6704,Container Ship,2003,Panama (PAN)
9456977,MERKUR ARCHIPELAGO,41331,Container Ship,2009,Liberia (LBR)
9620607,MERKUR FJORD,42564,Container Ship,2013,Malta (MLT)
9456989,MERKUR HORIZON,41331,Container Ship,2009,Liberia (LBR)
9620619,MERKUR OCEAN,42564,Container Ship,2013,Malta (MLT)
9353943,MESRA,6245,Container Ship,2007,Comoros (COM)
9232747,MET,32322,Container Ship,2001,Palau (Republic of) (PLW)
9240457,METHI BHUM,9661,Container Ship,2001,Singapore (SGP)
9632155,METTE MAERSK,194849,Container Ship,2015,Denmark (DIS) (DIS)
9231779,MEXICO,53453,Container Ship,2002,Liberia (LBR)
9332860,MH HAMBURG,71786,Container Ship,2009,Marshall Islands (MHL)
9676735,MIA SCHULTE,27279,Container Ship,2015,Singapore (SGP)
9348663,MIAMI,54675,Container Ship,2007,Liberia (LBR)
9251846,MIAMI TRADER,25587,Container Ship,2002,Malta (MLT)
9379349,MICHEL A,17687,Container Ship,2007,Malta (MLT)
9437139,MICHIGAN,15334,Container Ship,2008,Malta (MLT)
9792084,MIIKAJI,748,Container Ship,2015,Japan (JPN)
9815367,MIKAGE,749,Container Ship,2015,Japan (JPN)
9778820,MILAN MAERSK,214286,Container Ship,2017,Denmark (DIS) (DIS)
9239733,MILAN TRADER,25580,Container Ship,2002,Malta (MLT)
9757187,MILANO BRIDGE,150706,Container Ship,2018,Panama (PAN)
9666845,MILD CHORUS,9994,Container Ship,2014,"Hong Kong, China (HKG)"
9666871,MILD JAZZ,9994,Container Ship,2014,"Hong Kong, China (HKG)"
9666857,MILD SONATA,9994,Container Ship,2014,"Hong Kong, China (HKG)"
9704582,MILD TEMPO,9994,Container Ship,2015,"Hong Kong, China (HKG)"
9704594,MILD TUNE,9994,Container Ship,2015,"Hong Kong, China (HKG)"
9666869,MILD WALTZ,9994,Container Ship,2014,"Hong Kong, China (HKG)"
9515606,MILLENNIUM BRIGHT,17211,Container Ship,2009,Panama (PAN)
9743473,MIMMI SCHULTE,27279,Container Ship,2017,Singapore (SGP)
9089372,MIN HUNG,2507,Container Ship,2006,Korea Democratic Republic (PRK)
9694426,MINERVA,27279,Container Ship,2015,Singapore (SGP)
9246712,MINNA,35881,Container Ship,2005,Portugal (MAR) (PMD)
9743497,MINSTREL,27279,Container Ship,2019,Singapore (SGP)
9409182,MIRAMARIN,73779,Container Ship,2010,Malta (MLT)
9436202,MIRIAM,7852,Container Ship,2010,Antigua and Barbuda (ATG)
9328041,MIRROR,7852,Container Ship,2007,Portugal (MAR) (PMD)
9815422,MISAKI,749,Container Ship,2016,Japan (JPN)
9376024,MISTRAL,9981,Container Ship,2008,Portugal (MAR) (PMD)
9319571,MITO STRAIT,9910,Container Ship,2006,Antigua and Barbuda (ATG)
9365673,MITRA BHUM,9917,Container Ship,2007,Singapore (SGP)
9815410,MIYUKI,749,Container Ship,2016,Japan (JPN)
9228772,MIYUNHE,16738,Container Ship,2001,Panama (PAN)
9295505,MIZAR,16162,Container Ship,2005,Liberia (LBR)
9516741,MOANA CHIEF,18358,Container Ship,2011,New Zealand (NZL)
9294173,MOEN ISLAND,28592,Container Ship,2005,Marshall Islands (MHL)
9632090,MOGENS MAERSK,194849,Container Ship,2014,Denmark (DIS) (DIS)
9259642,MOHSEN ILYAS,7016,Container Ship,2003,Panama (PAN)
9713337,MOL BEACON,113042,Container Ship,2015,"Hong Kong, China (HKG)"
9713349,MOL BEAUTY,113042,Container Ship,2015,"Hong Kong, China (HKG)"
9713363,MOL BELLWETHER,113042,Container Ship,2015,"Hong Kong, China (HKG)"
9739666,MOL BENEFACTOR,113042,Container Ship,2016,"Hong Kong, China (HKG)"
9739678,MOL BEYOND,113042,Container Ship,2016,"Hong Kong, China (HKG)"
9321251,MOL CELEBRATION,86692,Container Ship,2008,Bahamas (BHS)
9321249,MOL CHARISMA,86692,Container Ship,2007,Bahamas (BHS)
9358761,MOL COMFORT,86692,Container Ship,2008,Bahamas (BHS)
9321263,MOL COURAGE,87013,Container Ship,2008,Japan (JPN)
9321237,MOL CREATION,86692,Container Ship,2007,Bahamas (BHS)
9333840,MOL EARNEST,54098,Container Ship,2007,Panama (PAN)
9407158,MOL EMISSARY,54940,Container Ship,2009,"Hong Kong, China (HKG)"
9407160,MOL EMPIRE,54940,Container Ship,2010,"Hong Kong, China (HKG)"
9333852,MOL ENDOWMENT,54098,Container Ship,2007,Panama (PAN)
9333838,MOL EXPERIENCE,54098,Container Ship,2007,Panama (PAN)
9333826,MOL EXPLORER,54098,Container Ship,2007,Panama (PAN)
9535151,MOL GARLAND,59307,Container Ship,2011,Portugal (MAR) (PMD)
9535137,MOL GATEWAY,59307,Container Ship,2011,Portugal (MAR) (PMD)
9535216,MOL GENEROSITY,59176,Container Ship,2012,Liberia (LBR)
9535199,MOL GENESIS,59307,Container Ship,2012,Portugal (MAR) (PMD)
9535163,MOL GLIDE,59307,Container Ship,2011,"Hong Kong, China (HKG)"
9531909,MOL GLOBE,59307,Container Ship,2011,"Hong Kong, China (HKG)"
9535149,MOL GRANDEUR,59307,Container Ship,2011,"Hong Kong, China (HKG)"
9535187,MOL GRATITUDE,59307,Container Ship,2012,"Hong Kong, China (HKG)"
9535204,MOL GROWTH,59176,Container Ship,2012,"Hong Kong, China (HKG)"
9535175,MOL GUARDIAN,59307,Container Ship,2011,Liberia (LBR)
9415727,MOL MAESTRO,78316,Container Ship,2010,Panama (PAN)
9424912,MOL MAJESTY,78316,Container Ship,2010,Marshall Islands (MHL)
9475648,MOL MANEUVER,78316,Container Ship,2011,Marshall Islands (MHL)
9475612,MOL MARVEL,78316,Container Ship,2010,Marshall Islands (MHL)
9475650,MOL MISSION,78316,Container Ship,2011,Marshall Islands (MHL)
9475636,MOL MODERN,78316,Container Ship,2011,Marshall Islands (MHL)
9475624,MOL MOTIVATOR,78316,Container Ship,2011,Marshall Islands (MHL)
9321017,MOL PACE,71837,Container Ship,2006,Singapore (SGP)
9307047,MOL PARADISE,71902,Container Ship,2005,Singapore (SGP)
9307059,MOL PARAMOUNT,71892,Container Ship,2005,Panama (PAN)
9307035,MOL PARTNER,71837,Container Ship,2005,Panama (PAN)
9444261,MOL PREMIUM,71776,Container Ship,2008,Panama (PAN)
9444273,MOL PRESENCE,71884,Container Ship,2008,Singapore (SGP)
9321029,MOL PRESTIGE,71902,Container Ship,2006,Singapore (SGP)
9403619,MOL PROFICIENCY,71906,Container Ship,2007,Marshall Islands (MHL)
9321031,MOL PROSPERITY,71902,Container Ship,2006,Singapore (SGP)
9472579,MOL SEABREEZE,27104,Container Ship,2010,Panama (PAN)
9472567,MOL SPARKLE,27104,Container Ship,2009,Panama (PAN)
9472581,MOL SUCCESS,27104,Container Ship,2010,Panama (PAN)
9769300,MOL TRADITION,210678,Container Ship,2017,Marshall Islands (MHL)
9773222,MOL TREASURE,210691,Container Ship,2018,Panama (PAN)
9769295,MOL TRIBUTE,210678,Container Ship,2017,Marshall Islands (MHL)
9769271,MOL TRIUMPH,210678,Container Ship,2017,Marshall Islands (MHL)
9769283,MOL TRUST,210678,Container Ship,2017,Marshall Islands (MHL)
9773210,MOL TRUTH,210691,Container Ship,2017,Panama (PAN)
9245017,MOLLY,66332,Container Ship,2001,Comoros (COM)
9743485,MOLLY SCHULTE,27279,Container Ship,2018,Singapore (SGP)
9309277,MONA LISA,35975,Container Ship,2006,Liberia (LBR)
9314961,MONACO,28927,Container Ship,2006,Liberia (LBR)
9757204,MONACO BRIDGE,150706,Container Ship,2018,Panama (PAN)
9778832,MONACO MAERSK,214286,Container Ship,2017,Denmark (DIS) (DIS)
9348077,MONTE ACONCAGUA,69132,Container Ship,2009,Singapore (SGP)
9348065,MONTE ALEGRE,69132,Container Ship,2008,Singapore (SGP)
9348053,MONTE AZUL,69132,Container Ship,2008,Singapore (SGP)
9283186,MONTE CERVANTES,69132,Container Ship,2004,Singapore (SGP)
9283198,MONTE OLIVIA,69132,Container Ship,2004,Singapore (SGP)
9283203,MONTE PASCOAL,69132,Container Ship,2005,Singapore (SGP)
9283215,MONTE ROSA,69132,Container Ship,2005,Singapore (SGP)
9283227,MONTE SARMIENTO,69132,Container Ship,2005,Brazil (BRA)
9357949,MONTE TAMARO,69132,Container Ship,2007,Singapore (SGP)
9283239,MONTE VERDE,69132,Container Ship,2005,Singapore (SGP)
9793935,MONTEVIDEO EXPRESS,113828,Container Ship,2018,Singapore (SGP)
9314973,MONTPELLIER,28927,Container Ship,2006,Liberia (LBR)
9253741,MONTREAL EXPRESS,55994,Container Ship,2003,Bermuda (BMU)
9357793,MOONCHILD,17964,Container Ship,2008,Liberia (LBR)
9456953,MORGANA,41331,Container Ship,2010,Liberia (LBR)
9766047,MOROBE CHIEF,17961,Container Ship,2018,Liberia (LBR)
9632105,MORTEN MAERSK,194849,Container Ship,2014,Denmark (DIS) (DIS)
9778818,MOSCOW MAERSK,214286,Container Ship,2017,Denmark (DIS) (DIS)
9301108,MOTIVATION D,8971,Container Ship,2006,Liberia (LBR)
9760586,MOUNT BUTLER,18826,Container Ship,2016,"Hong Kong, China (HKG)"
9760598,MOUNT CAMERON,18870,Container Ship,2016,"Hong Kong, China (HKG)"
9760603,MOUNT GOUGH,18870,Container Ship,2016,"Hong Kong, China (HKG)"
9760627,MOUNT KELLETT,18870,Container Ship,2017,"Hong Kong, China (HKG)"
9760639,MOUNT NICHOLSON,18826,Container Ship,2017,"Hong Kong, China (HKG)"
9237369,MOVEON,9981,Container Ship,2001,Portugal (MAR) (PMD)
9337274,MOZART,28616,Container Ship,2007,Liberia (LBR)
9317937,MP THE BELICHICK,54150,Container Ship,2006,Liberia (LBR)
9289972,MP THE BRADY,54758,Container Ship,2005,Liberia (LBR)
9403396,MP THE BROWN,41322,Container Ship,2009,Liberia (LBR)
9287924,MP THE EDELMAN,54758,Container Ship,2005,Liberia (LBR)
9289960,MP THE GRONK,54758,Container Ship,2005,Liberia (LBR)
9401776,MP THE LAW,41322,Container Ship,2009,Liberia (LBR)
9442172,MP THE MCGINEST,41860,Container Ship,2010,Liberia (LBR)
9314997,MS EAGLE,28927,Container Ship,2007,Marshall Islands (MHL)
9303819,MS HAWK,28592,Container Ship,2007,Marshall Islands (MHL)
9303792,MS TIGER,28592,Container Ship,2006,Marshall Islands (MHL)
9618264,MSC ABIDJAN,95390,Container Ship,2013,Panama (PAN)
9618290,MSC ADELAIDE,95390,Container Ship,2013,Panama (PAN)
9235581,MSC ADITI,28093,Container Ship,2002,Liberia (LBR)
9619464,MSC AGADIR,94017,Container Ship,2012,"Hong Kong, China (HKG)"
9618276,MSC AGRIGENTO,96375,Container Ship,2013,Panama (PAN)
9770751,MSC AINO,112695,Container Ship,2019,Liberia (LBR)
9605267,MSC AJACCIO,95139,Container Ship,2014,Malta (MLT)
9619438,MSC ALBANY,94017,Container Ship,2013,Liberia (LBR)
9225653,MSC ALESSIA,75590,Container Ship,2001,Portugal (MAR) (PMD)
9461374,MSC ALEXANDRA,153115,Container Ship,2010,Panama (PAN)
9605243,MSC ALGECIRAS,94402,Container Ship,2013,"Hong Kong, China (HKG)"
9618288,MSC ALGHERO,96375,Container Ship,2013,Panama (PAN)
9480174,MSC ALICANTE,61870,Container Ship,2011,Liberia (LBR)
9232632,MSC ALICE,16803,Container Ship,2003,Liberia (LBR)
9842097,MSC ALIYA,140976,Container Ship,2019,Liberia (LBR)
9465277,MSC ALTAIR,141635,Container Ship,2012,Liberia (LBR)
9619426,MSC ALTAMIRA,94659,Container Ship,2012,Liberia (LBR)
9235050,MSC ALYSSA,43575,Container Ship,2001,Panama (PAN)
9605279,MSC AMALFI,95166,Container Ship,2014,Malta (MLT)
9319600,MSC AMANDA F,9981,Container Ship,2006,Portugal (MAR) (PMD)
9839480,MSC AMBRA,232618,Container Ship,2020,Panama (PAN)
9606338,MSC AMSTERDAM,176490,Container Ship,2015,Panama (PAN)
9242651,MSC AMY,17189,Container Ship,2002,Portugal (MAR) (PMD)
9619440,MSC ANCHORAGE,94017,Container Ship,2013,Liberia (LBR)
9351593,MSC ANGELA,41225,Container Ship,2008,Panama (PAN)
9203942,MSC ANIELLO,40631,Container Ship,2000,Panama (PAN)
9227297,MSC ANISHA R.,45803,Container Ship,2002,Liberia (LBR)
9777204,MSC ANNA,187587,Container Ship,2016,Liberia (LBR)
9282261,MSC ANS,54304,Container Ship,2004,Panama (PAN)
9619476,MSC ANTIGUA,94017,Container Ship,2013,"Hong Kong, China (HKG)"
9702273,MSC ANTONELLA,96331,Container Ship,2016,Portugal (MAR) (PMD)
9398216,MSC ANTONIA,75582,Container Ship,2009,Liberia (LBR)
9297864,MSC ANYA,55510,Container Ship,2005,Liberia (LBR)
9710426,MSC ANZU,96333,Container Ship,2015,Panama (PAN)
9247730,MSC APOLLO,75484,Container Ship,2002,Cyprus (CYP)
9262704,MSC AQUARIUS,75484,Container Ship,2003,Cyprus (CYP)
9605231,MSC ARBATAX,94402,Container Ship,2013,"Hong Kong, China (HKG)"
9484443,MSC ARIANE,143521,Container Ship,2012,Panama (PAN)
9619452,MSC ARICA,94017,Container Ship,2012,Liberia (LBR)
9857169,MSC ARIES,149525,Container Ship,2020,Liberia (LBR)
9839284,MSC ARINA,228741,Container Ship,2019,Panama (PAN)
9244881,MSC ARUSHI R.,45803,Container Ship,2002,Liberia (LBR)
9162631,MSC ASLI,24836,Container Ship,2000,Liberia (LBR)
9263344,MSC ASTRID,36082,Container Ship,2004,Panama (PAN)
9339296,MSC ASYA,107849,Container Ship,2008,Panama (PAN)
9618305,MSC ATHENS,96510,Container Ship,2013,Malta (MLT)
9618317,MSC ATHOS,96262,Container Ship,2013,Malta (MLT)
9857183,MSC AURIGA,153100,Container Ship,2020,Portugal (MAR) (PMD)
9484481,MSC AURORA,143521,Container Ship,2012,Panama (PAN)
9756729,MSC AVNI,102492,Container Ship,2017,Liberia (LBR)
9605255,MSC AZOV,94402,Container Ship,2014,Malta (MLT)
9263332,MSC BANU,36082,Container Ship,2004,Panama (PAN)
9226932,MSC BARBARA,73819,Container Ship,2002,Panama (PAN)
9480186,MSC BARCELONA,61870,Container Ship,2011,Liberia (LBR)
9461441,MSC BARI,153115,Container Ship,2011,Liberia (LBR)
9399014,MSC BEATRICE,151559,Container Ship,2009,Panama (PAN)
9289099,MSC BEIJING,89954,Container Ship,2005,Germany (DEU)
9465253,MSC BENEDETTA,141635,Container Ship,2011,Liberia (LBR)
9467392,MSC BERYL,140096,Container Ship,2010,Panama (PAN)
9399038,MSC BETTINA,151559,Container Ship,2010,Panama (PAN)
9297876,MSC BHAVYA,54771,Container Ship,2005,Liberia (LBR)
9770749,MSC BIANCA,112695,Container Ship,2019,Liberia (LBR)
9301495,MSC BILBAO,89941,Container Ship,2006,Portugal (MAR) (PMD)
9247742,MSC BOSPHORUS,75484,Container Ship,2003,Cyprus (CYP)
9720495,MSC BRANKA,95514,Container Ship,2016,Portugal (MAR) (PMD)
9369734,MSC BREMEN,54605,Container Ship,2007,Liberia (LBR)
9702106,MSC BRUNELLA,96331,Container Ship,2015,Panama (PAN)
9289087,MSC BUSAN,89954,Container Ship,2005,Germany (DEU)
9480203,MSC CADIZ,61870,Container Ship,2011,Germany (DEU)
9404651,MSC CAMILLE,153092,Container Ship,2009,Panama (PAN)
9339284,MSC CANDICE,109109,Container Ship,2007,Panama (PAN)
9465289,MSC CAPELLA,141635,Container Ship,2012,Panama (PAN)
9756731,MSC CARLOTTA,102492,Container Ship,2017,Liberia (LBR)
9349813,MSC CARMEN,50963,Container Ship,2008,Panama (PAN)
9785445,MSC CAROLE,112500,Container Ship,2020,Liberia (LBR)
9295397,MSC CAROLINA,65483,Container Ship,2005,Panama (PAN)
9320441,MSC CAROUGE,62702,Container Ship,2007,Portugal (MAR) (PMD)
9705005,MSC CATERINA,96333,Container Ship,2015,Panama (PAN)
9316361,MSC CELINE,32060,Container Ship,2007,Panama (PAN)
9710438,MSC CHANNE,95403,Container Ship,2015,Portugal (MAR) (PMD)
9299537,MSC CHARLESTON,89954,Container Ship,2006,Germany (DEU)
9720483,MSC CHLOE,95514,Container Ship,2016,Portugal (MAR) (PMD)
9708693,MSC CLARA,192237,Container Ship,2015,Panama (PAN)
9720524,MSC CLEA,95514,Container Ship,2016,Portugal (MAR) (PMD)
9301550,MSC CLEMENTINA F,9956,Container Ship,2005,Liberia (LBR)
9484429,MSC CLORINDA,153115,Container Ship,2012,Panama (PAN)
9307267,MSC CORINNA,27469,Container Ship,2006,Panama (PAN)
9480215,MSC CORUNA,61870,Container Ship,2011,Liberia (LBR)
9465241,MSC CRISTINA,141635,Container Ship,2011,Liberia (LBR)
9250983,MSC DAMLA,74071,Container Ship,2002,Panama (PAN)
9399002,MSC DANIELA,151559,Container Ship,2008,Panama (PAN)
9404649,MSC DANIT,153092,Container Ship,2009,Panama (PAN)
9247754,MSC DARDANELLES,75484,Container Ship,2003,Cyprus (CYP)
9461415,MSC DEILA,153115,Container Ship,2012,Panama (PAN)
9745665,MSC DESIREE,96816,Container Ship,2017,Portugal (MAR) (PMD)
9755933,MSC DIANA,194250,Container Ship,2016,Liberia (LBR)
9754953,MSC DITTE,194308,Container Ship,2016,Liberia (LBR)
9720201,MSC DOMITILLE,94469,Container Ship,2015,Panama (PAN)
9237151,MSC DONATA,40108,Container Ship,2002,Panama (PAN)
9282259,MSC ELA,54304,Container Ship,2004,Panama (PAN)
9236688,MSC ELBE,26106,Container Ship,2001,Portugal (MAR) (PMD)
9278143,MSC ELENI,54881,Container Ship,2004,Panama (PAN)
9463059,MSC ELISA,141649,Container Ship,2011,Liberia (LBR)
9735218,MSC ELMA,97805,Container Ship,2016,Portugal (MAR) (PMD)
9755957,MSC ELOANE,194250,Container Ship,2016,Liberia (LBR)
9704972,MSC ELODIE,96333,Container Ship,2015,Panama (PAN)
9399052,MSC EMANUELA,151559,Container Ship,2010,Panama (PAN)
9463047,MSC EMMA,141649,Container Ship,2011,Liberia (LBR)
9232890,MSC ENGLAND,39812,Container Ship,2001,Liberia (LBR)
9755191,MSC ERICA,194308,Container Ship,2016,Liberia (LBR)
9304411,MSC ESTHI,109109,Container Ship,2006,Panama (PAN)
9785469,MSC EUGENIA,112500,Container Ship,2020,Liberia (LBR)
9401130,MSC EVA,151559,Container Ship,2010,Panama (PAN)
9279965,MSC FABIENNE,54774,Container Ship,2004,Panama (PAN)
9842085,MSC FAITH,140976,Container Ship,2019,Liberia (LBR)
9839478,MSC FEBE,232618,Container Ship,2019,Panama (PAN)
9369758,MSC FIAMMETTA,66399,Container Ship,2008,Panama (PAN)
9225615,MSC FLAMINIA,75590,Container Ship,2001,Liberia (LBR)
9467433,MSC FLAVIA,140096,Container Ship,2012,Panama (PAN)
9251705,MSC FLORENTINA,75590,Container Ship,2003,Panama (PAN)
9401116,MSC FRANCESCA,131771,Container Ship,2008,Panama (PAN)
9401142,MSC GAIA,151559,Container Ship,2010,Panama (PAN)
9770763,MSC GAYANE,102492,Container Ship,2018,Liberia (LBR)
9320427,MSC GENEVA,62702,Container Ship,2006,Portugal (MAR) (PMD)
9461386,MSC GENOVA,153115,Container Ship,2010,Germany (DEU)
9720196,MSC GISELLE,94469,Container Ship,2015,Panama (PAN)
9770737,MSC GIULIA,96816,Container Ship,2017,Portugal (MAR) (PMD)
9839430,MSC GULSUN,232618,Container Ship,2019,Panama (PAN)
9647461,MSC HAMBURG,176490,Container Ship,2015,Panama (PAN)
9316347,MSC HANNAH,32427,Container Ship,2006,Panama (PAN)
9309473,MSC HEIDI,94489,Container Ship,2006,Panama (PAN)
9286449,MSC HOGGAR,8656,Container Ship,2004,Turkey (TUR)
9225641,MSC ILONA,75590,Container Ship,2001,Liberia (LBR)
9231248,MSC INDIA,65792,Container Ship,2002,Portugal (MAR) (PMD)
9305714,MSC INES,107551,Container Ship,2006,Panama (PAN)
9755945,MSC INGY,193489,Container Ship,2016,Liberia (LBR)
9399040,MSC IRENE,151559,Container Ship,2010,Panama (PAN)
9839272,MSC ISABELLA,228741,Container Ship,2019,Panama (PAN)
9606326,MSC ISTANBUL,176490,Container Ship,2015,Liberia (LBR)
9398371,MSC IVANA,131771,Container Ship,2008,Panama (PAN)
9762326,MSC JADE,194308,Container Ship,2016,Liberia (LBR)
9720471,MSC JEONGMIN,95514,Container Ship,2016,Portugal (MAR) (PMD)
9842073,MSC JEWEL,140976,Container Ship,2019,Liberia (LBR)
9304435,MSC JOANNA,107849,Container Ship,2006,Panama (PAN)
9842061,MSC JOSSELINE,140976,Container Ship,2019,Liberia (LBR)
9299549,MSC JUDITH,89954,Container Ship,2006,Panama (PAN)
9227338,MSC JULIA R.,45803,Container Ship,2002,Liberia (LBR)
9704996,MSC JULIE,96333,Container Ship,2015,Panama (PAN)
9399026,MSC KALINA,151559,Container Ship,2009,Panama (PAN)
9842102,MSC KANOKO,140976,Container Ship,2019,Liberia (LBR)
9467457,MSC KATIE,140096,Container Ship,2012,Panama (PAN)
9467445,MSC KATRINA,140096,Container Ship,2012,Panama (PAN)
9227302,MSC KATYA R.,45803,Container Ship,2002,Liberia (LBR)
9351581,MSC KIM,41225,Container Ship,2008,Panama (PAN)
9372470,MSC KRYSTAL,66399,Container Ship,2008,Panama (PAN)
9461403,MSC LA SPEZIA,153115,Container Ship,2010,Germany (DEU)
9225665,MSC LAURA,75590,Container Ship,2002,Panama (PAN)
9467407,MSC LAUREN,140096,Container Ship,2011,Panama (PAN)
9467419,MSC LAURENCE,140096,Container Ship,2011,Panama (PAN)
9320398,MSC LAUSANNE,62702,Container Ship,2005,Malta (MLT)
9162643,MSC LEA,24836,Container Ship,2000,Liberia (LBR)
9767390,MSC LEANNE,194250,Container Ship,2017,Liberia (LBR)
9320439,MSC LEIGH,50963,Container Ship,2006,Panama (PAN)
9347762,MSC LENA F,9981,Container Ship,2006,Portugal (MAR) (PMD)
9839454,MSC LENI,232618,Container Ship,2019,Panama (PAN)
9702065,MSC LETIZIA,95497,Container Ship,2015,Panama (PAN)
9704960,MSC LILY,95403,Container Ship,2015,Panama (PAN)
9281279,MSC LISA,54304,Container Ship,2004,Panama (PAN)
9304459,MSC LISBON,107849,Container Ship,2007,Liberia (LBR)
9461427,MSC LIVORNO,153115,Container Ship,2010,Germany (DEU)
9606302,MSC LONDON,176490,Container Ship,2014,Panama (PAN)
9320403,MSC LORENA,50963,Container Ship,2006,Panama (PAN)
9230490,MSC LORETTA,73819,Container Ship,2002,Panama (PAN)
9398383,MSC LUCIANA,131771,Container Ship,2009,Panama (PAN)
9289104,MSC LUCY,89954,Container Ship,2005,Panama (PAN)
9251690,MSC LUDOVICA,75590,Container Ship,2003,Panama (PAN)
9225677,MSC LUISA,75590,Container Ship,2002,Panama (PAN)
9308625,MSC LUNA F,9981,Container Ship,2006,Portugal (MAR) (PMD)
9305702,MSC MADELEINE,107551,Container Ship,2006,Panama (PAN)
9778088,MSC MADHU B,113112,Container Ship,2017,Portugal (MAR) (PMD)
9480198,MSC MADRID,61870,Container Ship,2011,Liberia (LBR)
