imo,vessel_name,gross_tonnage,type,year_built,flag
9471408,CMA CGM NEVADA,140259,Container Ship,2011,Malta (MLT)
9722675,CMA CGM NIAGARA,94440,Container Ship,2015,Malta (MLT)
9722687,CMA CGM OHIO,95680,Container Ship,2015,Malta (MLT)
9399210,CMA CGM PEGASUS,131332,Container Ship,2010,Malta (MLT)
9406635,CMA CGM RABELAIS,72884,Container Ship,2010,Malta (MLT)
9406647,CMA CGM RACINE,72884,Container Ship,2010,Malta (MLT)
9674543,CMA CGM RHONE,95263,Container Ship,2015,Malta (MLT)
9709219,CMA CGM SAINT LAURENT,26645,Container Ship,2015,France (RIF) (FIS)
9436379,CMA CGM SAMSON,91498,Container Ship,2011,Malta (MLT)
9674555,CMA CGM TAGE,95263,Container Ship,2015,Malta (MLT)
9436355,CMA CGM TANCREDI,91498,Container Ship,2011,Malta (MLT)
9674567,CMA CGM THAMES,95263,Container Ship,2015,Malta (MLT)
9705067,CMA CGM TIGRIS,95793,Container Ship,2014,Malta (MLT)
9399222,CMA CGM TITAN,131332,Container Ship,2011,Malta (MLT)
9450636,CMA CGM TITUS,90931,Container Ship,2011,France (RIF) (FIS)
9630420,CMA CGM TUTICORIN,112967,Container Ship,2015,"Hong Kong, China (HKG)"
9705079,CMA CGM URAL,95793,Container Ship,2015,Malta (MLT)
9706310,CMA CGM URUGUAY,96424,Container Ship,2015,Malta (MLT)
9706889,CMA CGM VASCO DE GAMA,179922,Container Ship,2015,Malta (MLT)
9705081,CMA CGM VOLGA,95793,Container Ship,2015,Malta (MLT)
9706906,CMA CGM ZHENG HE,179922,Container Ship,2015,Malta (MLT)
9687540,COCHRANE,93685,Container Ship,2015,Liberia (LBR)
9483358,CONMAR AVENUE,10585,Container Ship,2012,Antigua and Barbuda (ATG)
9458975,CONMAR BAY,10585,Container Ship,2012,Antigua and Barbuda (ATG)
9461623,CONSTANTINOS P,40542,Container Ship,2011,Marshall Islands (MHL)
9683477,CONTSHIP CUB,11716,Container Ship,2013,Liberia (LBR)
9517434,CONTSHIP GIN,16137,Container Ship,2011,Liberia (LBR)
9517422,CONTSHIP ICE,16137,Container Ship,2011,Cyprus (CYP)
9683491,CONTSHIP ZEN,11716,Container Ship,2014,Liberia (LBR)
9687526,COPIAPO,93685,Container Ship,2014,Liberia (LBR)
9689938,CORAL CHIEF,18723,Container Ship,2015,"Hong Kong, China (HKG)"
9687564,CORCOVADO,93685,Container Ship,2015,Liberia (LBR)
9426817,CORNELIA I,54182,Container Ship,2010,Liberia (LBR)
9484003,COSCO ADEN,40447,Container Ship,2012,"Hong Kong, China (HKG)"
9518359,COSCO AQABA,40465,Container Ship,2013,"Hong Kong, China (HKG)"
9518335,COSCO ASHDOD,40465,Container Ship,2013,"Hong Kong, China (HKG)"
9484261,COSCO AUCKLAND,40447,Container Ship,2012,"Hong Kong, China (HKG)"
9516404,COSCO BELGIUM,153666,Container Ship,2013,"Hong Kong, China (HKG)"
9484285,COSCO COLOMBO,40447,Container Ship,2012,"Hong Kong, China (HKG)"
9516478,COSCO DENMARK,153666,Container Ship,2014,"Hong Kong, China (HKG)"
9472139,COSCO DEVELOPMENT,141823,Container Ship,2011,"Hong Kong, China (HKG)"
9484297,COSCO DURBAN,40447,Container Ship,2012,"Hong Kong, China (HKG)"
9516428,COSCO ENGLAND,153666,Container Ship,2013,"Hong Kong, China (HKG)"
9472189,COSCO EXCELLENCE,141823,Container Ship,2012,"Hong Kong, China (HKG)"
9472141,COSCO FAITH,141823,Container Ship,2012,"Hong Kong, China (HKG)"
9472127,COSCO FORTUNE,141823,Container Ship,2012,"Hong Kong, China (HKG)"
9484302,COSCO FOS,40447,Container Ship,2012,"Hong Kong, China (HKG)"
9516416,COSCO FRANCE,153666,Container Ship,2013,"Hong Kong, China (HKG)"
9484326,COSCO GENOA,40447,Container Ship,2012,"Hong Kong, China (HKG)"
9466245,COSCO GLORY,141823,Container Ship,2011,"Hong Kong, China (HKG)"
9484338,COSCO HAIFA,40465,Container Ship,2012,"Hong Kong, China (HKG)"
9472177,COSCO HARMONY,141823,Container Ship,2011,"Hong Kong, China (HKG)"
9472165,COSCO HOPE,141823,Container Ship,2012,"Hong Kong, China (HKG)"
9484273,COSCO HOUSTON,40447,Container Ship,2012,"Hong Kong, China (HKG)"
9448786,COSCO INDONESIA,91051,Container Ship,2010,"Hong Kong, China (HKG)"
9484340,COSCO ISTANBUL,40465,Container Ship,2012,"Hong Kong, China (HKG)"
9516454,COSCO ITALY,153666,Container Ship,2014,"Hong Kong, China (HKG)"
9484508,COSCO IZMIR,40465,Container Ship,2013,"Hong Kong, China (HKG)"
9448748,COSCO JAPAN,91051,Container Ship,2010,"Hong Kong, China (HKG)"
9484352,COSCO JEDDAH,40465,Container Ship,2012,"Hong Kong, China (HKG)"
9459632,COSCO KAWASAKI,40165,Container Ship,2010,Panama (PAN)
9448750,COSCO KOREA,91051,Container Ship,2010,"Hong Kong, China (HKG)"
9448774,COSCO MALAYSIA,91051,Container Ship,2010,"Hong Kong, China (HKG)"
9516430,COSCO NETHERLANDS,153666,Container Ship,2013,"Hong Kong, China (HKG)"
9448762,COSCO PHILIPPINES,91051,Container Ship,2010,"Hong Kong, China (HKG)"
9484364,COSCO PIRAEUS,40465,Container Ship,2013,"Hong Kong, China (HKG)"
9516466,COSCO PORTUGAL,153666,Container Ship,2014,"Hong Kong, China (HKG)"
9472153,COSCO PRIDE,141823,Container Ship,2011,"Hong Kong, China (HKG)"
9448803,COSCO PRINCE RUPERT,91051,Container Ship,2011,"Hong Kong, China (HKG)"
9484376,COSCO SANTOS,40465,Container Ship,2013,"Hong Kong, China (HKG)"
9484388,COSCO SAO PAULO,40465,Container Ship,2013,"Hong Kong, China (HKG)"
9516442,COSCO SPAIN,153666,Container Ship,2014,"Hong Kong, China (HKG)"
9518347,COSCO SURABAYA,40465,Container Ship,2013,"Hong Kong, China (HKG)"
9448798,COSCO THAILAND,91051,Container Ship,2010,"Hong Kong, China (HKG)"
9484390,COSCO VALENCIA,40465,Container Ship,2013,"Hong Kong, China (HKG)"
9484405,COSCO VENICE,40465,Container Ship,2013,"Hong Kong, China (HKG)"
9448815,COSCO VIETNAM,91051,Container Ship,2011,"Hong Kong, China (HKG)"
9484417,COSCO WELLINGTON,40465,Container Ship,2013,"Hong Kong, China (HKG)"
9687588,COYHAIQUE,93685,Container Ship,2015,Liberia (LBR)
9627899,CSAV TOCONAO,96628,Container Ship,2013,Liberia (LBR)
9627904,CSAV TRAIGUEN,96628,Container Ship,2013,Liberia (LBR)
9627916,CSAV TRANCURA,96628,Container Ship,2013,Liberia (LBR)
9627928,CSAV TYNDALL,96628,Container Ship,2014,Liberia (LBR)
9695169,CSCL ARCTIC OCEAN,188638,Container Ship,2015,"Hong Kong, China (HKG)"
9695145,CSCL ATLANTIC OCEAN,188638,Container Ship,2015,"Hong Kong, China (HKG)"
9645891,CSCL AUTUMN,116568,Container Ship,2014,"Hong Kong, China (HKG)"
9645889,CSCL BOHAI SEA,116603,Container Ship,2014,"Hong Kong, China (HKG)"
9645918,CSCL EAST CHINA SEA,116568,Container Ship,2014,"Hong Kong, China (HKG)"
9695121,CSCL GLOBE,188638,Container Ship,2014,"Hong Kong, China (HKG)"
9695157,CSCL INDIAN OCEAN,188638,Container Ship,2015,"Hong Kong, China (HKG)"
9467263,CSCL JUPITER,151993,Container Ship,2011,"Hong Kong, China (HKG)"
9467287,CSCL MARS,151993,Container Ship,2011,"Hong Kong, China (HKG)"
9467275,CSCL MERCURY,151993,Container Ship,2011,"Hong Kong, China (HKG)"
9467316,CSCL NEPTUNE,151993,Container Ship,2012,"Hong Kong, China (HKG)"
9695133,CSCL PACIFIC OCEAN,188638,Container Ship,2014,"Hong Kong, China (HKG)"
9467299,CSCL SATURN,151993,Container Ship,2011,"Hong Kong, China (HKG)"
9645920,CSCL SOUTH CHINA SEA,116568,Container Ship,2014,"Hong Kong, China (HKG)"
9645853,CSCL SPRING,116603,Container Ship,2014,"Hong Kong, China (HKG)"
9466867,CSCL STAR,151993,Container Ship,2011,"Hong Kong, China (HKG)"
9645865,CSCL SUMMER,116603,Container Ship,2014,"Hong Kong, China (HKG)"
9467304,CSCL URANUS,151993,Container Ship,2012,"Hong Kong, China (HKG)"
9467251,CSCL VENUS,150853,Container Ship,2011,"Hong Kong, China (HKG)"
9645877,CSCL WINTER,116603,Container Ship,2014,"Hong Kong, China (HKG)"
9645906,CSCL YELLOW SEA,116568,Container Ship,2014,"Hong Kong, China (HKG)"
9723241,CZECH,94684,Container Ship,2015,Malta (MLT)
9697428,DALI,95128,Container Ship,2015,Singapore (SGP)
9610169,DETROIT EXPRESS,41286,Container Ship,2014,"Hong Kong, China (HKG)"
9703057,DOLE PACIFIC,26046,Container Ship,2015,Bahamas (BHS)
9714898,DONG RUN 1,28176,Container Ship,2015,China Peoples's Republic (CHN)
9704300,DONGJIN ENTERPRISE,9990,Container Ship,2015,Korea (Republic of) (KOR)
9615339,DONGJIN VENUS,9598,Container Ship,2011,Korea (Republic of) (KOR)
9461477,DS CYPRESS,91621,Container Ship,2011,Liberia (LBR)
9461489,DS KOI,91621,Container Ship,2011,Liberia (LBR)
9461465,DS LOTUS,91621,Container Ship,2010,Liberia (LBR)
9766475,ECUADOR,1720,Container Ship,2014,Philippines (PHL)
9463011,EDISON,142052,Container Ship,2011,United Kingdom (GBR)
9470882,EF ELDRA,16137,Container Ship,2010,Marshall Islands (MHL)
9516777,ELA,18358,Container Ship,2012,Liberia (LBR)
9448695,ELBSAILOR,12514,Container Ship,2012,Antigua and Barbuda (ATG)
9449106,ELBSUN,38364,Container Ship,2012,Liberia (LBR)
9670822,EMIRATES ASANTE,42690,Container Ship,2013,Liberia (LBR)
9472103,ERATO,26374,Container Ship,2011,Liberia (LBR)
9463023,ERVING,142052,Container Ship,2011,United Kingdom (GBR)
9491501,ESCAPE,17368,Container Ship,2011,Netherlands (NLD)
9353759,ESPACE,8970,Container Ship,2014,Cyprus (CYP)
9491484,ESPERANCE,17368,Container Ship,2011,Netherlands (NLD)
9491472,ESPOIR,17368,Container Ship,2011,Netherlands (NLD)
9501370,ESSEN EXPRESS,142295,Container Ship,2013,Germany (DEU)
9491496,ESSENCE,17368,Container Ship,2011,Netherlands (NLD)
9509126,ETE N,35887,Container Ship,2012,Liberia (LBR)
9595448,EVER LADEN,99995,Container Ship,2012,Panama (PAN)
9595436,EVER LAMBENT,98882,Container Ship,2012,United Kingdom (GBR)
9595450,EVER LASTING,99995,Container Ship,2012,United Kingdom (GBR)
9595474,EVER LAUREL,98830,Container Ship,2012,Singapore (SGP)
9595498,EVER LAWFUL,99995,Container Ship,2012,Singapore (SGP)
9595503,EVER LEADER,98830,Container Ship,2013,Singapore (SGP)
9595462,EVER LEADING,98882,Container Ship,2012,United Kingdom (GBR)
9604108,EVER LEARNED,98882,Container Ship,2013,United Kingdom (GBR)
9595515,EVER LEGACY,98830,Container Ship,2013,Singapore (SGP)
9604093,EVER LEGEND,99995,Container Ship,2013,Singapore (SGP)
9604110,EVER LEGION,98830,Container Ship,2013,Singapore (SGP)
9604146,EVER LENIENT,99995,Container Ship,2014,United Kingdom (GBR)
9604160,EVER LIBERAL,99995,Container Ship,2014,United Kingdom (GBR)
9595486,EVER LIBRA,98882,Container Ship,2012,Taiwan (TWN)
9629122,EVER LIFTING,99946,Container Ship,2015,United Kingdom (GBR)
9629043,EVER LINKING,99946,Container Ship,2013,United Kingdom (GBR)
9629079,EVER LISSOME,99946,Container Ship,2014,United Kingdom (GBR)
9604134,EVER LIVELY,99995,Container Ship,2014,Singapore (SGP)
9595527,EVER LIVEN,98882,Container Ship,2013,Taiwan (TWN)
9629031,EVER LIVING,99946,Container Ship,2013,Singapore (SGP)
9629081,EVER LOADING,99946,Container Ship,2014,United Kingdom (GBR)
9604081,EVER LOGIC,98882,Container Ship,2013,Taiwan (TWN)
9604122,EVER LOTUS,98830,Container Ship,2013,Panama (PAN)
9629110,EVER LOVELY,99946,Container Ship,2015,Singapore (SGP)
9604158,EVER LOYAL,99995,Container Ship,2014,Taiwan (TWN)
9629067,EVER LUCENT,99946,Container Ship,2014,Singapore (SGP)
9629055,EVER LUCID,99998,Container Ship,2014,Taiwan (TWN)
9604172,EVER LUCKY,99995,Container Ship,2014,Panama (PAN)
9629093,EVER LUNAR,99946,Container Ship,2015,Taiwan (TWN)
9629108,EVER LYRIC,101063,Container Ship,2015,Taiwan (TWN)
9429261,EXPANSA,9983,Container Ship,2012,Antigua and Barbuda (ATG)
9436305,EXPERT,7852,Container Ship,2011,Portugal (MAR) (PMD)
9443011,EXPRESS ARGENTINA,35595,Container Ship,2010,Malta (MLT)
9484948,EXPRESS ATHENS,113973,Container Ship,2011,Liberia (LBR)
9484924,EXPRESS BERLIN,113973,Container Ship,2011,Greece (GRC)
9443059,EXPRESS BLACK SEA,35595,Container Ship,2011,Malta (MLT)
9443023,EXPRESS BRAZIL,35595,Container Ship,2010,Malta (MLT)
9443035,EXPRESS FRANCE,35595,Container Ship,2010,Malta (MLT)
9484936,EXPRESS ROME,113973,Container Ship,2011,Liberia (LBR)
9443047,EXPRESS SPAIN,35595,Container Ship,2011,Malta (MLT)
9429273,EXTERNO,9983,Container Ship,2012,Portugal (MAR) (PMD)
9760328,FEN JIN YUN GANG,11856,Container Ship,2014,China Peoples's Republic (CHN)
9603221,FERNAO DE MAGALHAES,42564,Container Ship,2013,Brazil (BRA)
9509138,FLEUR N,35887,Container Ship,2012,Liberia (LBR)
9650652,FLY ALLIANCE,3577,Container Ship,2013,Papua New Guinea (PNG)
9450442,FRANKFURT EXPRESS,93750,Container Ship,2010,Germany (DEU)
9766499,FREETOWN,1720,Container Ship,2014,Philippines (PHL)
9790593,FUTABA,749,Container Ship,2014,Japan (JPN)
9626041,GENOA EXPRESS,41286,Container Ship,2014,"Hong Kong, China (HKG)"
9445904,GH BRICKFIELDER,35878,Container Ship,2010,Portugal (MAR) (PMD)
9423035,GH CHINOOK,36087,Container Ship,2010,Marshall Islands (MHL)
9418377,GH LESTE,36087,Container Ship,2010,Marshall Islands (MHL)
9440306,GH MELTEMI,35878,Container Ship,2010,Portugal (MAR) (PMD)
9766487,GHANA,1720,Container Ship,2014,Philippines (PHL)
9754769,GLORY SHANGHAI,9952,Container Ship,2015,"Hong Kong, China (HKG)"
9754771,GLORY TIANJIN,9952,Container Ship,2015,"Hong Kong, China (HKG)"
9629160,GREEN HOPE,17892,Container Ship,2014,Panama (PAN)
9629158,GREEN HORIZON,17702,Container Ship,2013,Panama (PAN)
9477311,GRENADA,40541,Container Ship,2010,Palau (Republic of) (PLW)
9473626,GSL AFRICA,27213,Container Ship,2010,Liberia (LBR)
9491850,GULBENIZ A,26195,Container Ship,2011,Turkey (TUR)
9464314,GULF BARAKAH,41391,Container Ship,2012,Liberia (LBR)
9461491,GULF BRIDGE,91761,Container Ship,2011,Marshall Islands (MHL)
9613771,HAI MEN,7503,Container Ship,2011,China Peoples's Republic (CHN)
9522788,HAIAN LINK,12559,Container Ship,2010,Vietnam (VNM)
9503691,HAIAN MIND,20887,Container Ship,2012,Vietnam (VNM)
9785421,HAITI,2089,Container Ship,2015,Philippines (PHL)
9495040,HAKATA SEOUL,87697,Container Ship,2010,Panama (PAN)
9461051,HAMBURG EXPRESS,142295,Container Ship,2012,Germany (DEU)
9622019,HAMMONIA AMERICA,47873,Container Ship,2014,Liberia (LBR)
9481532,HAMMONIA BALTICA,28561,Container Ship,2011,Liberia (LBR)
9566394,HANGZHOU BAY BRIDGE,96790,Container Ship,2012,Panama (PAN)
9588093,HANOI BRIDGE,96790,Container Ship,2013,Panama (PAN)
9516739,HANSA ALTENBURG,18358,Container Ship,2011,Liberia (LBR)
9459424,HANSA AMERICA,38388,Container Ship,2014,Liberia (LBR)
9459400,HANSA ASIA,38388,Container Ship,2013,Marshall Islands (MHL)
9535096,HANSA DUBURG,18296,Container Ship,2012,Malta (MLT)
9459412,HANSA EUROPE,38388,Container Ship,2012,Liberia (LBR)
9535101,HANSA FRESENBURG,18296,Container Ship,2013,Liberia (LBR)
9459436,HANSA GRANITE,38388,Container Ship,2014,Marshall Islands (MHL)
9430870,HANSA NEUBURG,18326,Container Ship,2010,Liberia (LBR)
9516765,HANSA OFFENBURG,18358,Container Ship,2011,Liberia (LBR)
9436094,HANSA STEINBURG,18252,Container Ship,2010,Liberia (LBR)
9693654,HARBOUR-1,2790,Container Ship,2015,Bangladesh (BGD)
9670119,HARIS,24528,Container Ship,2015,Malta (MLT)
9539494,HEDDA SCHULTE,39753,Container Ship,2013,Cyprus (CYP)
9584475,HEINRICH SCHEPERS,10318,Container Ship,2012,Cyprus (CYP)
9584487,HELENA SCHEPERS,10318,Container Ship,2012,Cyprus (CYP)
9588081,HELSINKI BRIDGE,96801,Container Ship,2012,Panama (PAN)
9693953,HEUNG-A AKITA,9998,Container Ship,2015,Marshall Islands (MHL)
9693939,HEUNG-A HAIPHONG,9998,Container Ship,2014,Marshall Islands (MHL)
9693927,HEUNG-A JANICE,9998,Container Ship,2014,Marshall Islands (MHL)
9698379,HEUNG-A SARAH,9599,Container Ship,2014,Panama (PAN)
9693941,HEUNG-A XIAMEN,9998,Container Ship,2015,Marshall Islands (MHL)
9695298,HEUNG-A YOUNG,9599,Container Ship,2014,Marshall Islands (MHL)
9689940,HIGHLAND CHIEF,18723,Container Ship,2015,"Hong Kong, China (HKG)"
9672399,HILIR MAS,6640,Container Ship,2012,Indonesia (IDN)
9746724,HONG DA XIN 58,9449,Container Ship,2014,China Peoples's Republic (CHN)
9501356,HONG KONG EXPRESS,143262,Container Ship,2013,Germany (DEU)
9635157,HU HUAN YUN HUO 5006,514,Container Ship,2011,China Peoples's Republic (CHN)
9635169,HU HUAN YUN HUO 5007,514,Container Ship,2011,China Peoples's Republic (CHN)
9635171,HU HUAN YUN HUO 5008,514,Container Ship,2011,China Peoples's Republic (CHN)
9635183,HU HUAN YUN HUO 5009,514,Container Ship,2011,China Peoples's Republic (CHN)
9635195,HU HUAN YUN HUO 5010,514,Container Ship,2011,China Peoples's Republic (CHN)
9635200,HU HUAN YUN HUO 5011,514,Container Ship,2011,China Peoples's Republic (CHN)
9635212,HU HUAN YUN HUO 5012,514,Container Ship,2011,China Peoples's Republic (CHN)
9635224,HU HUAN YUN HUO 5013,514,Container Ship,2011,China Peoples's Republic (CHN)
9448827,HUGO SCHULTE,38364,Container Ship,2010,Cyprus (CYP)
9723253,HUNGARY,94684,Container Ship,2015,Malta (MLT)
9475703,HYUNDAI AMBITION,140979,Container Ship,2012,Liberia (LBR)
9637222,HYUNDAI DREAM,142620,Container Ship,2014,Korea (Republic of) (KOR)
9637246,HYUNDAI DRIVE,142620,Container Ship,2014,Marshall Islands (MHL)
9473731,HYUNDAI HONOUR,141770,Container Ship,2012,Liberia (LBR)
9637234,HYUNDAI HOPE,142620,Container Ship,2014,Korea (Republic of) (KOR)
9625542,HYUNDAI PARAMOUNT,52467,Container Ship,2013,Liberia (LBR)
9637155,HYUNDAI PLATINUM,52467,Container Ship,2013,Liberia (LBR)
9625530,HYUNDAI PREMIUM,52467,Container Ship,2013,Liberia (LBR)
9625528,HYUNDAI PRESTIGE,52467,Container Ship,2013,Liberia (LBR)
9637260,HYUNDAI PRIDE,142620,Container Ship,2014,Marshall Islands (MHL)
9625554,HYUNDAI PRIVILEGE,52467,Container Ship,2013,Liberia (LBR)
9475674,HYUNDAI RESPECT,141770,Container Ship,2012,Liberia (LBR)
9475686,HYUNDAI SMART,141770,Container Ship,2012,Greece (GRC)
9475698,HYUNDAI SPEED,140979,Container Ship,2012,Greece (GRC)
9463085,HYUNDAI VANCOUVER,72634,Container Ship,2010,Liberia (LBR)
9637258,HYUNDAI VICTORY,142620,Container Ship,2014,Korea (Republic of) (KOR)
9763320,ICON CORINTUS,4038,Container Ship,2015,Indonesia (IDN)
9459125,IMEDGHASSEN,9998,Container Ship,2012,Algeria (DZA)
9491721,INTRA BHUM,9757,Container Ship,2013,Thailand (THA)
9680841,ISLA BELLA,36751,Container Ship,2015,United States of America (USA)
9455909,ISOBEL,18321,Container Ship,2010,Marshall Islands (MHL)
9474383,ISTRIAN EXPRESS,12514,Container Ship,2011,Gibraltar (GIB)
9474395,ITALIAN EXPRESS,12514,Container Ship,2012,Gibraltar (GIB)
9431812,JACK LONDON,40541,Container Ship,2010,Liberia (LBR)
9619385,JADRANA,48338,Container Ship,2014,Portugal (MAR) (PMD)
9562063,JALES MAS,7032,Container Ship,2010,Indonesia (IDN)
9477359,JAMILA,16137,Container Ship,2010,Liberia (LBR)
9550345,JAN,17280,Container Ship,2010,Antigua and Barbuda (ATG)
9525936,JEBEL ALI,141077,Container Ship,2012,Malta (MLT)
9600542,JIA XING 68,4272,Container Ship,2011,China Peoples's Republic (CHN)
9477361,JIANGSU YANGZIJIANG 2006-755C,16162,Container Ship,2011,Liberia (LBR)
9477373,JIANGSU YANGZIJIANG 2006-756C,16162,Container Ship,2011,Liberia (LBR)
9619402,JOGELA,48338,Container Ship,2014,Portugal (MAR) (PMD)
9431824,JONATHAN SWIFT,40541,Container Ship,2010,Liberia (LBR)
9673630,JOSITA B,18826,Container Ship,2014,Malta (MLT)
9368041,JSP MISTRAL,8032,Container Ship,2010,Antigua and Barbuda (ATG)
9605152,JUDITH SCHULTE,94402,Container Ship,2013,"Hong Kong, China (HKG)"
9365879,KAAN KALKAVAN,21162,Container Ship,2012,Turkey (TUR)
9738997,KAIHO 2,1445,Container Ship,2014,Japan (JPN)
9701293,KALAMATA TRADER,25145,Container Ship,2015,Malta (MLT)
9611058,KALAMAZOO,9743,Container Ship,2013,Singapore (SGP)
9562051,KALI MAS,6603,Container Ship,2010,Indonesia (IDN)
9454357,KALLIROE,18321,Container Ship,2011,Liberia (LBR)
9671890,KANAL MAS,6659,Container Ship,2012,Indonesia (IDN)
9584865,KATHARINA SCHEPERS,10318,Container Ship,2012,Cyprus (CYP)
9641235,KATHERINE,71021,Container Ship,2013,Marshall Islands (MHL)
9677026,KEA,71112,Container Ship,2013,Liberia (LBR)
9626558,KESTREL,16770,Container Ship,2013,Liberia (LBR)
9658458,KIMOLOS TRADER,25145,Container Ship,2014,Singapore (SGP)
9632507,KMARIN ATLANTICA,51032,Container Ship,2013,Panama (PAN)
9632492,KMARIN AZUR,51032,Container Ship,2013,Panama (PAN)
9723928,KMTC DUBAI,52702,Container Ship,2015,Korea (Republic of) (KOR)
9665695,KMTC MUMBAI,52320,Container Ship,2014,Korea (Republic of) (KOR)
9626405,KMTC NINGBO,28827,Container Ship,2013,Korea (Republic of) (KOR)
9626417,KMTC SHENZHEN,28827,Container Ship,2013,Korea (Republic of) (KOR)
9494606,KOTA CABAR,76633,Container Ship,2012,"Hong Kong, China (HKG)"
9494589,KOTA CAHAYA,76097,Container Ship,2012,"Hong Kong, China (HKG)"
9494591,KOTA CANTIK,76633,Container Ship,2012,"Hong Kong, China (HKG)"
9494577,KOTA CARUM,76633,Container Ship,2011,"Hong Kong, China (HKG)"
9638965,KOTA CEMPAKA,76633,Container Ship,2013,Singapore (SGP)
9638977,KOTA CEPAT,76101,Container Ship,2013,Singapore (SGP)
9483475,KOTA DUNIA,6245,Container Ship,2010,Singapore (SGP)
9483487,KOTA DUTA,6245,Container Ship,2011,Singapore (SGP)
9644990,KOTA EKSPRES,42814,Container Ship,2013,Liberia (LBR)
9616852,KOTA GABUNG,29015,Container Ship,2013,"Hong Kong, China (HKG)"
9626429,KOTA GADANG,29015,Container Ship,2013,Singapore (SGP)
9626431,KOTA GANDING,29015,Container Ship,2013,Singapore (SGP)
9616802,KOTA GAYA,29015,Container Ship,2012,"Hong Kong, China (HKG)"
9439735,KOTA LANGSAR,40474,Container Ship,2010,Singapore (SGP)
9625413,KOTA LEGIT,47933,Container Ship,2014,"Hong Kong, China (HKG)"
9625401,KOTA LEKAS,47933,Container Ship,2014,"Hong Kong, China (HKG)"
9622318,KOTA LEMBAH,42020,Container Ship,2013,Singapore (SGP)
9628348,KOTA LESTARI,42020,Container Ship,2014,Singapore (SGP)
9628324,KOTA LIHAT,41678,Container Ship,2013,"Hong Kong, China (HKG)"
9628336,KOTA LOCENG,41678,Container Ship,2013,Singapore (SGP)
9439747,KOTA LUKIS,39906,Container Ship,2010,"Hong Kong, China (HKG)"
9494541,KOTA LUMAYAN,39906,Container Ship,2010,"Hong Kong, China (HKG)"
9439761,KOTA LUMBA,39906,Container Ship,2010,"Hong Kong, China (HKG)"
9632777,KOTA MACHAN,37304,Container Ship,2013,Singapore (SGP)
9632753,KOTA MAKMUR,37373,Container Ship,2013,"Hong Kong, China (HKG)"
9632741,KOTA MANIS,37199,Container Ship,2013,Singapore (SGP)
9632765,KOTA MEGAH,37199,Container Ship,2013,Singapore (SGP)
9494632,KOTA NEBULA,20902,Container Ship,2010,Singapore (SGP)
9535307,KOTA NELAYAN,20902,Container Ship,2010,Singapore (SGP)
9593696,KOTA NIPAH,20902,Container Ship,2011,Singapore (SGP)
9645451,KOTA SABAS,41653,Container Ship,2014,Singapore (SGP)
9645463,KOTA SAHABAT,41653,Container Ship,2014,Singapore (SGP)
9645475,KOTA SALAM,41653,Container Ship,2014,Singapore (SGP)
9645487,KOTA SATRIA,41653,Container Ship,2014,Singapore (SGP)
9681235,KOTA SEGAR,41653,Container Ship,2014,Singapore (SGP)
9681247,KOTA SEJARAH,41653,Container Ship,2014,Singapore (SGP)
9681259,KOTA SEJATI,41653,Container Ship,2015,Singapore (SGP)
9681261,KOTA SELAMAT,41653,Container Ship,2015,Singapore (SGP)
9681273,KOTA SEMPENA,41567,Container Ship,2015,Singapore (SGP)
9681285,KOTA SETIA,41567,Container Ship,2015,Singapore (SGP)
9681314,KOTA SINGA,41567,Container Ship,2015,Singapore (SGP)
9681326,KOTA SURIA,41567,Container Ship,2015,Singapore (SGP)
9641223,KRISTINA,71021,Container Ship,2013,Marshall Islands (MHL)
9618599,KYPARISSIA,48338,Container Ship,2014,Malta (MLT)
9641314,LAGARFOSS,10119,Container Ship,2014,Faroe Islands (FRO)
9484522,LANA,42112,Container Ship,2010,Liberia (LBR)
9618587,LEONIDIO,48338,Container Ship,2014,Malta (MLT)
9613006,LEVERKUSEN EXPRESS,142295,Container Ship,2014,Germany (DEU)
9719898,LIANG XIANG 86,9449,Container Ship,2013,China Peoples's Republic (CHN)
9708801,LINAH,153148,Container Ship,2015,Marshall Islands (MHL)
9483334,LINDAUNIS,10585,Container Ship,2012,Cyprus (CYP)
8554796,LING HANG 26,5033,Container Ship,2011,China Peoples's Republic (CHN)
9674579,LINTAS BENGKULU,2670,Container Ship,2012,Indonesia (IDN)
9610157,LIVORNO EXPRESS,41286,Container Ship,2014,"Hong Kong, China (HKG)"
9571296,LOG-IN ENDURANCE,35708,Container Ship,2011,Brazil (BRA)
9471886,LOG-IN JACARANDA,28554,Container Ship,2011,Brazil (BRA)
9471898,LOG-IN JATOBA,28554,Container Ship,2012,Brazil (BRA)
9631125,LORI,40855,Container Ship,2013,Liberia (LBR)
9631137,LOUISE,40855,Container Ship,2013,Liberia (LBR)
9613018,LUDWIGSHAFEN EXPRESS,143262,Container Ship,2014,Germany (DEU)
9491654,LUMOSO GEMBIRA,3668,Container Ship,2010,Indonesia (IDN)
9631113,LYME BAY,40855,Container Ship,2013,Liberia (LBR)
9483346,MAASHOLM,10585,Container Ship,2012,Liberia (LBR)
9689603,MACKINAC BRIDGE,152297,Container Ship,2015,Japan (JPN)
9619945,MADISON MAERSK,194849,Container Ship,2014,Denmark (DIS) (DIS)
9447847,MADRID EXPRESS,141328,Container Ship,2010,Portugal (MAR) (PMD)
9624275,MAERSK ARAS,45169,Container Ship,2013,Panama (PAN)
